crop_type,region,soil_type,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pest_risk,yield_ton_per_hectare
Cotton,East,Sandy,788.93,27.68,67.74,6.74,60.05,62.89,67.4,2.18,2.244
Cotton,South,Sandy,399.4,26.4,81.04,7.61,154.6,64.27,107.01,1.99,6.754
Cotton,Central,Sandy,531.2,27.03,93.04,6.69,91.3,108.59,116.29,1.93,5.003
Cotton,South,Clay,911.86,27.11,89.31,6.49,49.96,110.87,37.98,9.76,1.14
Cotton,Central,Sandy,933.85,27.52,84.24,6.06,134.99,28.85,138.6,7.6,1.949
Cotton,South,Clay,414.9,28.87,57.11,5.91,53.71,86.61,112.4,7.97,3.909
Cotton,West,Black,629.96,29.5,61.57,6.51,46.78,58.65,114.9,8.41,2.016
Cotton,Central,Clay,722.62,32.73,62.47,6.65,160.02,19.81,110.27,3.62,4.834
Cotton,South,Black,563.21,29.99,80.61,6.92,101.55,69.82,111.98,7.48,6.424
Cotton,West,Black,1044.19,19.58,60.67,6.38,73.87,65.9,138.12,1.84,3.254
Cotton,West,Black,533.84,23.48,74.01,6.16,151.68,81.96,105.72,1.04,6.16
Cotton,South,Loamy,789.69,28.0,68.71,7.94,38.63,95.6,39.55,8.85,1.1
Cotton,East,Black,640.76,28.78,61.91,6.74,116.16,18.31,34.45,1.52,5.811
Cotton,Central,Black,679.33,27.52,56.43,6.57,150.08,85.62,136.82,8.73,4.086
Cotton,North,Loamy,707.54,31.07,76.1,7.58,63.18,48.48,142.79,6.09,4.595
Cotton,West,Clay,366.7,31.29,85.69,6.8,107.08,29.37,109.99,4.79,5.774
Cotton,Central,Loamy,862.69,24.07,82.18,7.69,65.44,60.91,104.89,5.04,1.944
Cotton,West,Black,1005.97,21.03,48.89,6.78,57.73,43.64,60.45,6.02,1.1
Cotton,East,Clay,859.39,23.39,87.43,7.46,63.19,44.21,112.46,6.78,1.918
Cotton,West,Loamy,896.33,31.09,58.68,7.62,77.93,109.86,70.59,3.5,4.28
Cotton,West,Alluvial,482.95,30.73,78.55,6.84,95.28,100.53,84.51,6.47,6.604
Cotton,North,Clay,708.87,35.15,72.09,6.5,168.19,40.75,77.71,8.61,2.793
Cotton,West,Clay,766.18,33.22,91.59,7.1,104.06,77.3,99.87,9.25,3.362
Cotton,South,Alluvial,764.55,32.5,65.68,5.93,38.13,22.21,69.96,8.96,2.353
Cotton,West,Alluvial,776.13,28.38,57.53,6.74,53.14,31.8,91.42,6.88,2.505
Cotton,South,Black,918.95,32.34,84.56,7.22,51.92,37.24,124.42,3.88,3.374
Cotton,East,Alluvial,740.34,26.55,59.43,7.06,139.4,86.23,46.99,5.57,3.932
Cotton,Central,Sandy,559.27,29.08,61.57,7.16,97.16,65.37,77.28,1.18,4.978
Cotton,Central,Black,822.59,21.91,52.34,6.91,160.21,20.39,137.92,5.14,4.393
Cotton,West,Sandy,501.82,26.53,72.07,6.95,128.63,21.61,83.2,1.35,3.86
Cotton,West,Sandy,906.25,19.64,85.0,6.1,115.8,39.27,61.04,5.47,1.301
Cotton,East,Sandy,557.07,29.12,64.71,7.85,143.53,53.62,131.38,0.85,5.718
Cotton,East,Sandy,581.45,29.71,86.14,6.37,139.51,85.94,77.98,6.49,5.798
Cotton,West,Sandy,477.7,27.56,68.17,7.13,144.88,112.18,93.73,7.51,4.78
Cotton,South,Loamy,866.39,28.99,87.09,7.47,128.67,21.59,40.34,4.36,3.095
Cotton,West,Loamy,848.63,35.93,54.22,6.14,44.25,114.94,133.75,7.23,3.448
Cotton,South,Alluvial,826.36,34.3,79.72,7.19,58.59,71.99,56.36,1.81,1.635
Cotton,North,Black,730.47,25.61,92.94,7.4,38.56,36.96,81.39,6.0,2.713
Cotton,South,Alluvial,922.71,32.96,86.47,6.53,168.33,42.76,78.96,6.25,4.615
Cotton,North,Black,810.48,31.41,73.56,6.95,115.48,111.72,78.61,6.31,4.516
Cotton,West,Alluvial,896.6,30.35,86.52,7.94,111.09,37.48,104.95,5.7,2.676
Sugarcane,Central,Loamy,1286.67,26.65,82.65,7.12,87.03,60.22,36.83,4.09,6.698
Sugarcane,West,Loamy,1263.42,37.35,64.15,6.23,121.55,108.05,47.39,3.88,11.591
Sugarcane,South,Sandy,1386.9,33.64,54.2,7.25,141.34,70.12,134.41,7.22,10.066
Sugarcane,West,Black,1184.61,29.24,86.8,6.38,50.2,28.81,107.87,7.94,7.747
Sugarcane,East,Clay,1425.73,26.52,70.48,6.56,134.69,76.98,65.26,2.03,9.752
Sugarcane,North,Clay,1274.28,28.61,87.06,6.95,48.2,60.75,104.71,8.28,6.634
Sugarcane,West,Loamy,1003.83,38.11,75.59,6.32,39.48,63.35,114.66,8.29,6.257
Sugarcane,North,Sandy,1103.45,28.81,48.25,6.38,134.47,20.38,125.24,7.19,5.792
Sugarcane,South,Clay,1298.6,29.07,91.0,6.75,167.51,84.55,52.83,5.73,10.576
Sugarcane,West,Loamy,1463.42,28.02,66.35,7.02,107.2,39.71,50.8,4.53,9.593
Sugarcane,West,Loamy,1377.7,35.18,70.88,6.91,42.03,51.79,109.84,6.04,9.234
Sugarcane,North,Alluvial,1580.76,32.47,75.69,6.89,61.89,68.94,141.05,5.17,12.5
Sugarcane,East,Black,999.31,30.24,63.6,6.85,116.93,27.44,31.72,5.87,7.732
Sugarcane,Central,Alluvial,1289.9,28.4,50.38,6.23,101.33,100.88,68.67,4.51,8.876
Sugarcane,Central,Loamy,1004.95,27.23,51.31,6.26,121.76,20.09,29.36,2.31,9.05
Sugarcane,South,Loamy,1298.72,28.89,82.58,6.71,85.57,94.29,68.97,8.02,8.592
Sugarcane,North,Alluvial,1268.87,33.95,93.41,6.62,36.31,86.04,38.45,8.76,8.695
Sugarcane,East,Black,1266.82,31.83,65.95,6.64,123.16,95.14,41.27,5.15,9.831
Sugarcane,East,Black,1291.6,34.74,64.46,6.34,38.38,28.96,88.35,8.34,8.15
Sugarcane,East,Sandy,1256.39,29.76,89.24,6.45,109.42,63.33,48.47,8.09,7.26
Sugarcane,Central,Clay,1467.0,29.9,91.07,6.08,81.62,18.62,50.63,4.45,11.369
Sugarcane,West,Black,1004.27,29.69,50.14,6.85,120.5,31.48,52.38,7.19,5.991
Sugarcane,South,Sandy,1130.92,28.91,63.19,6.94,42.78,58.55,29.93,5.42,6.851
Sugarcane,West,Black,1122.31,32.72,54.45,6.52,163.35,110.53,79.14,3.45,9.452
Sugarcane,Central,Black,733.59,27.35,68.94,6.37,119.45,77.29,79.48,2.19,9.928
Sugarcane,East,Loamy,917.78,25.45,86.28,6.63,93.62,78.88,62.99,9.12,5.595
Sugarcane,Central,Clay,1210.21,29.25,53.29,6.83,141.43,54.41,117.14,7.13,7.739
Sugarcane,Central,Loamy,1063.07,34.7,90.35,6.67,65.68,36.57,40.17,8.23,8.499
Sugarcane,North,Loamy,1164.09,26.45,79.58,6.47,44.15,78.54,36.69,3.56,7.152
Sugarcane,West,Black,1316.35,30.26,77.49,6.7,94.37,80.16,134.46,8.06,10.131
Sugarcane,East,Loamy,1476.35,32.28,82.77,7.69,138.09,61.83,87.39,3.89,12.5
Sugarcane,South,Alluvial,1536.43,25.87,77.07,6.66,36.33,98.27,133.94,2.11,11.398
Sugarcane,South,Clay,1414.54,29.47,61.79,6.56,109.77,83.24,59.97,5.64,9.279
Sugarcane,West,Clay,1185.94,31.43,81.87,6.34,165.99,58.91,30.1,2.81,8.046
Sugarcane,North,Black,1071.8,32.36,80.54,6.95,105.8,41.04,65.04,5.07,8.272
Sugarcane,South,Loamy,1287.43,39.64,49.49,6.91,137.1,63.62,136.97,8.71,9.459
Sugarcane,North,Alluvial,1168.01,32.06,62.92,6.79,82.96,113.89,53.61,3.14,10.269
Sugarcane,Central,Sandy,1350.96,32.29,68.39,6.27,89.58,27.84,75.75,0.9,9.341
Sugarcane,South,Sandy,1139.38,36.88,79.4,6.37,127.12,56.28,28.96,9.06,5.861
Sugarcane,North,Loamy,1091.36,33.62,54.08,6.3,104.11,90.2,83.39,8.72,6.946
Sugarcane,West,Loamy,1651.93,25.57,91.79,6.25,61.55,82.36,79.57,3.51,9.503
Sugarcane,North,Black,876.53,24.65,58.29,5.79,109.22,108.42,125.64,5.74,7.564
Sugarcane,North,Sandy,1120.4,37.32,66.35,6.94,86.95,72.83,29.11,8.15,5.269
Sugarcane,West,Black,1445.73,33.53,88.57,6.52,110.78,27.5,65.73,4.96,11.213
Sugarcane,West,Sandy,1056.62,24.3,83.79,5.7,50.34,64.95,60.95,6.36,4.797
Sugarcane,North,Loamy,1320.54,29.69,80.48,6.69,141.83,48.96,98.62,3.1,10.887
Sugarcane,West,Loamy,1475.88,29.42,57.36,6.38,153.46,25.2,32.28,0.91,10.286
Sugarcane,East,Clay,1566.53,30.16,55.99,6.8,89.75,37.69,45.1,5.79,9.768
Sugarcane,North,Clay,1221.07,26.44,56.98,6.78,157.13,45.45,62.37,5.4,7.781
Sugarcane,Central,Alluvial,1178.24,31.39,93.92,6.29,87.48,30.12,55.74,3.84,8.98
Sugarcane,Central,Loamy,1277.65,28.08,64.71,6.81,69.85,113.62,75.22,4.26,10.402
Sugarcane,West,Black,1316.12,36.82,77.82,7.05,125.17,80.87,143.07,3.66,12.394
Sugarcane,North,Alluvial,1484.73,28.72,93.09,6.93,85.23,86.91,32.39,2.59,9.075
Sugarcane,North,Alluvial,1183.99,30.17,65.3,7.14,166.82,37.39,144.0,1.43,9.977
Sugarcane,Central,Loamy,1536.66,30.79,90.63,6.16,88.1,114.36,105.36,2.78,12.34
Sugarcane,West,Sandy,1131.68,33.69,58.95,7.5,101.94,30.04,43.52,7.7,5.869
Sugarcane,North,Sandy,1572.05,30.96,73.61,6.96,50.91,30.97,71.53,7.3,10.471
Sugarcane,East,Clay,1264.31,32.85,52.91,6.64,129.45,82.65,138.66,7.87,9.439
Sugarcane,West,Clay,1090.29,31.36,91.49,6.17,163.57,18.08,89.99,8.78,6.672
Sugarcane,West,Loamy,1123.45,25.44,87.38,6.41,82.0,79.41,46.31,7.29,5.994
Sugarcane,North,Loamy,1078.11,26.8,68.36,6.24,139.74,78.12,61.15,7.82,6.564
Sugarcane,North,Alluvial,1001.63,27.69,53.77,6.38,118.84,99.42,64.14,6.5,7.324
Sugarcane,East,Loamy,1340.8,30.08,77.04,6.92,131.08,109.29,107.42,9.62,8.346
Sugarcane,North,Loamy,1284.48,31.11,73.66,6.67,48.36,61.4,133.18,8.12,7.985
Sugarcane,Central,Sandy,1211.9,28.77,92.81,6.45,110.21,59.9,142.04,9.33,9.237
Sugarcane,West,Clay,1538.3,37.39,50.17,6.94,45.43,81.41,124.27,0.94,11.522
Sugarcane,East,Black,1034.68,30.87,73.15,6.2,110.41,27.53,132.15,1.33,7.54
Sugarcane,North,Sandy,1317.15,30.23,70.0,6.09,104.69,32.59,119.21,3.17,9.119
Sugarcane,Central,Loamy,1174.81,34.11,87.29,5.48,139.47,25.16,126.45,6.18,9.295
Sugarcane,East,Alluvial,1278.34,30.42,83.08,6.86,64.88,67.5,74.33,8.37,6.951
Sugarcane,South,Alluvial,1194.51,29.48,89.53,6.23,76.97,104.89,108.56,8.84,9.058
Sugarcane,South,Loamy,1517.93,30.8,69.94,6.05,36.82,27.38,49.32,6.68,11.68
Sugarcane,Central,Clay,1396.78,28.68,70.16,7.16,148.64,69.22,42.47,3.46,9.029
Sugarcane,West,Alluvial,1364.09,31.05,74.38,6.75,111.49,82.19,102.72,7.86,10.05
Sugarcane,North,Clay,1345.36,26.69,69.9,6.68,104.91,67.66,50.23,5.08,7.299
Sugarcane,Central,Black,1223.58,29.95,57.66,5.89,80.63,42.96,33.73,4.59,7.573
Sugarcane,West,Loamy,1493.56,25.16,54.9,6.2,138.04,73.05,59.96,6.62,7.868
Sugarcane,South,Sandy,1078.16,30.12,62.8,6.98,127.46,48.98,115.51,7.28,7.691
Sugarcane,South,Alluvial,1162.9,29.93,56.58,6.38,54.78,87.19,47.07,6.09,6.772
Sugarcane,West,Black,1080.05,31.66,73.16,6.05,42.38,77.56,140.9,8.57,6.543
Sugarcane,West,Sandy,1270.12,33.5,79.65,5.42,43.36,83.73,98.84,6.35,8.12
Sugarcane,South,Alluvial,1410.23,34.01,93.24,6.55,133.56,76.22,72.18,5.58,12.442
Sugarcane,West,Loamy,1433.38,29.6,90.02,5.86,62.29,43.89,120.73,9.6,8.656
Sugarcane,East,Loamy,1221.13,22.56,84.56,6.38,75.71,70.44,31.85,3.43,5.849
Sugarcane,Central,Black,1390.65,32.65,51.01,5.64,115.97,70.35,129.26,1.89,12.5
Sugarcane,West,Black,1257.73,32.91,65.24,6.77,120.32,20.84,36.48,4.25,9.742
Sugarcane,South,Black,991.9,31.97,48.49,5.7,86.74,111.87,81.2,3.88,9.394
Sugarcane,North,Sandy,1282.55,32.29,69.06,6.55,45.15,52.88,121.34,2.84,9.05
Sugarcane,Central,Black,1119.34,30.05,60.79,7.16,167.05,24.61,40.44,8.49,5.356
Sugarcane,South,Black,1326.43,33.34,60.18,5.47,91.32,43.21,108.21,6.23,8.999
Sugarcane,East,Black,1304.27,26.42,62.99,7.01,64.94,81.42,57.89,5.85,6.292
Sugarcane,North,Clay,1393.14,31.46,93.9,7.41,79.94,21.98,93.07,8.83,8.594
Sugarcane,East,Black,1063.64,21.63,66.47,6.28,106.43,89.69,92.13,1.19,7.795
Sugarcane,East,Sandy,1391.37,30.14,68.98,6.78,111.79,46.91,37.22,6.1,8.237
Sugarcane,North,Loamy,1345.93,32.25,92.13,6.7,158.77,85.95,80.3,5.0,12.275
Sugarcane,East,Alluvial,1390.03,32.14,67.15,6.28,52.03,68.15,85.27,6.48,8.478
Sugarcane,North,Loamy,1285.01,34.21,91.35,6.41,145.38,31.66,31.9,1.69,8.742
Sugarcane,Central,Alluvial,1362.43,29.94,52.72,6.45,71.69,31.66,142.96,7.5,7.911
Sugarcane,West,Clay,1316.09,27.46,69.22,5.85,114.6,65.84,141.56,2.14,10.476
Sugarcane,East,Alluvial,1169.22,30.75,90.95,6.63,154.33,23.55,64.03,6.67,8.521
Sugarcane,West,Alluvial,1368.36,29.83,51.09,6.93,68.62,80.12,137.8,3.34,10.558
Sugarcane,North,Loamy,1241.64,36.54,70.56,6.08,104.05,59.4,34.99,0.9,7.532
Sugarcane,South,Alluvial,1042.21,34.97,89.23,6.41,129.96,25.03,42.95,7.13,8.848
Sugarcane,North,Black,1198.43,33.95,65.5,6.63,145.61,85.04,108.76,1.58,11.389
Sugarcane,Central,Sandy,1507.37,26.0,49.63,6.29,41.55,26.99,104.16,5.91,7.961
Sugarcane,South,Sandy,1229.12,31.17,58.9,5.69,111.56,76.53,55.69,6.01,6.843
Sugarcane,Central,Sandy,1332.39,28.94,88.03,6.62,65.5,107.21,90.61,7.82,9.88
Sugarcane,East,Black,957.06,27.24,69.41,5.82,144.54,106.04,80.46,7.88,7.019
Sugarcane,North,Black,1160.71,31.02,83.86,6.93,83.77,51.75,37.28,1.86,6.796
Sugarcane,North,Clay,1144.35,26.29,80.85,6.44,53.55,102.84,41.1,3.27,7.448
Sugarcane,East,Black,1228.24,33.96,72.39,6.52,169.16,26.86,39.36,5.51,9.609
Sugarcane,South,Loamy,1331.07,28.32,90.78,6.4,122.5,99.76,126.75,2.07,10.154
Sugarcane,North,Sandy,1236.16,37.23,74.56,6.77,122.65,114.63,104.73,7.08,9.439
Sugarcane,South,Clay,1168.56,23.55,74.15,7.15,132.18,68.92,117.44,3.6,9.533
Sugarcane,South,Black,1653.18,31.75,58.97,6.25,100.26,114.6,130.4,7.73,11.131
Sugarcane,East,Sandy,1363.87,37.39,82.69,6.92,71.04,58.96,59.49,1.57,8.215
Sugarcane,North,Black,1154.16,23.86,85.27,6.8,81.11,108.97,122.5,5.62,8.214
Sugarcane,North,Clay,1358.66,28.56,52.26,6.66,55.39,52.56,140.21,4.25,9.382
Sugarcane,East,Sandy,1533.16,26.3,91.11,6.62,156.79,93.43,68.04,8.14,10.65
Sugarcane,East,Black,953.16,34.91,66.94,7.05,107.01,100.17,131.8,8.0,7.608
Sugarcane,South,Loamy,1350.78,25.82,73.02,5.85,73.52,89.2,38.38,8.68,5.834
Sugarcane,North,Clay,1355.41,33.89,88.94,5.32,154.84,68.45,86.33,6.05,12.062
Sugarcane,West,Alluvial,1247.91,33.07,84.23,5.92,138.95,84.52,112.22,5.08,11.972
Sugarcane,Central,Black,1124.25,35.28,62.23,6.27,99.96,96.1,82.2,5.26,9.153
Sugarcane,Central,Black,1250.39,33.87,80.13,6.08,158.85,103.46,120.48,6.93,10.487
Sugarcane,Central,Loamy,988.63,25.87,79.48,7.1,90.13,95.86,84.25,5.05,8.064
Sugarcane,East,Loamy,1367.31,32.81,64.72,6.9,147.74,87.37,139.12,2.66,12.24
Sugarcane,North,Alluvial,1319.68,32.85,55.99,6.64,99.06,27.45,134.73,3.6,9.797
Sugarcane,North,Clay,1135.87,29.32,59.67,6.13,88.2,53.02,143.59,5.98,8.666
Sugarcane,North,Alluvial,974.0,20.14,87.1,6.09,131.3,56.09,79.27,4.43,7.955
Sugarcane,South,Clay,1187.07,32.92,73.59,6.46,131.72,88.21,35.08,4.06,9.682
Sugarcane,North,Alluvial,1314.38,27.45,60.1,6.21,64.35,74.92,109.33,3.22,8.78
Sugarcane,South,Clay,1066.18,31.6,60.93,6.74,47.58,86.18,110.9,8.06,6.166
Sugarcane,Central,Clay,1307.01,27.87,80.97,6.76,148.41,38.42,142.3,9.13,8.109
Sugarcane,South,Alluvial,1223.84,28.13,83.88,6.58,142.62,18.04,81.98,4.58,7.973
Sugarcane,West,Loamy,1584.12,29.3,64.85,6.04,55.6,89.93,73.61,1.94,10.431
Sugarcane,East,Sandy,1315.93,24.74,52.9,6.76,118.17,83.25,33.18,3.6,7.161
Sugarcane,North,Clay,1359.81,35.51,52.42,6.83,129.03,84.9,55.51,6.04,8.759
Sugarcane,Central,Clay,1315.2,22.65,72.58,6.93,129.4,30.86,113.86,3.3,7.307
Sugarcane,North,Clay,1834.51,27.49,61.63,6.02,96.6,41.0,122.94,6.67,10.876
Sugarcane,East,Alluvial,1173.85,25.93,90.78,7.38,150.37,95.06,46.54,6.85,8.152
Sugarcane,East,Sandy,1298.51,29.0,87.71,6.19,103.59,43.32,101.36,1.38,8.437
Sugarcane,West,Black,1392.19,31.53,60.57,6.42,88.57,23.13,76.52,8.43,7.874
Sugarcane,Central,Black,1384.03,28.61,77.91,6.98,36.63,19.2,121.05,5.38,9.523
Sugarcane,Central,Alluvial,1031.83,33.69,80.01,6.38,140.28,35.75,126.41,5.81,9.649
Sugarcane,Central,Black,1435.75,31.93,54.45,6.85,150.05,75.67,144.42,1.46,11.982
Sugarcane,West,Loamy,1642.96,31.89,50.78,7.1,128.15,25.72,69.47,8.16,8.96
Sugarcane,North,Clay,1436.61,34.55,59.29,5.82,98.49,85.7,116.59,4.0,11.958
Sugarcane,East,Alluvial,1325.51,30.76,54.49,4.81,146.25,101.29,108.15,8.83,8.053
Sugarcane,Central,Sandy,1249.19,29.56,60.75,6.02,92.05,45.06,49.97,4.76,7.375
Sugarcane,East,Alluvial,1334.8,26.87,82.78,7.27,104.79,88.88,50.82,5.74,8.346
Sugarcane,Central,Black,1297.66,27.98,76.04,5.86,153.06,48.87,49.01,7.02,8.041
Sugarcane,Central,Loamy,999.99,25.37,82.82,7.54,62.55,89.77,72.58,8.71,4.931
Sugarcane,Central,Loamy,1171.67,29.23,72.95,6.69,56.95,22.34,81.43,3.88,9.141
Sugarcane,West,Clay,1095.02,29.2,73.73,7.25,46.15,101.89,48.22,2.0,7.08
Sugarcane,North,Clay,1026.17,26.55,77.07,6.49,88.52,29.16,115.68,6.97,6.333
Sugarcane,West,Loamy,1167.23,34.25,73.0,7.37,135.04,32.71,89.46,2.42,8.354
Sugarcane,South,Sandy,1343.3,31.95,66.22,6.92,116.01,64.78,80.16,3.04,10.461
Sugarcane,North,Clay,1192.9,32.13,72.34,6.36,141.54,97.37,48.63,7.66,8.422
Sugarcane,Central,Black,980.21,26.62,77.33,6.92,126.52,82.6,66.77,3.64,8.142
Sugarcane,North,Black,1411.58,26.56,59.54,5.88,63.39,102.89,57.68,2.63,9.349
Sugarcane,North,Sandy,1407.93,28.72,72.84,7.14,148.18,44.51,120.62,7.2,8.942
Sugarcane,South,Alluvial,1139.54,30.12,92.98,6.66,40.23,64.56,127.83,9.05,7.216
Sugarcane,South,Loamy,1375.51,37.81,75.52,5.71,164.45,21.08,106.1,7.89,9.548
Sugarcane,East,Black,1348.02,29.36,60.19,6.75,58.57,27.52,142.91,3.51,9.847
Sugarcane,West,Loamy,1475.98,31.65,54.51,6.19,89.26,46.61,96.54,4.45,10.783
Sugarcane,South,Alluvial,1285.2,21.65,92.98,7.24,101.78,20.13,32.3,8.39,7.199
Sugarcane,Central,Black,1152.41,30.41,55.05,6.77,149.51,29.75,76.93,1.75,8.422
Sugarcane,South,Black,1309.27,36.56,53.21,7.4,124.26,39.99,120.95,3.29,10.446
Sugarcane,North,Loamy,1151.92,26.89,63.19,5.96,157.16,32.02,111.33,2.96,8.09
Sugarcane,South,Clay,1233.14,28.3,77.77,6.74,131.21,65.6,79.48,2.39,9.564
Sugarcane,North,Sandy,1331.03,29.25,79.23,6.73,54.54,60.43,139.88,5.88,9.741
Sugarcane,West,Sandy,1237.88,36.36,84.82,6.58,63.52,39.55,96.42,5.84,9.476
Sugarcane,South,Alluvial,1240.09,28.76,78.44,6.26,147.69,86.72,118.25,2.16,10.668
Sugarcane,Central,Clay,1295.51,25.88,58.15,6.14,63.4,84.36,88.97,9.41,5.034
Sugarcane,South,Black,1060.66,24.24,59.72,6.3,55.77,79.04,36.4,7.82,4.69
Sugarcane,East,Loamy,1126.54,20.77,71.6,7.07,152.2,67.59,90.63,7.5,7.631
Sugarcane,Central,Clay,1129.6,31.86,51.89,7.2,151.69,79.99,79.05,9.1,7.475
Sugarcane,West,Alluvial,1160.99,27.15,70.66,6.79,103.02,23.75,65.72,3.38,7.829
Sugarcane,Central,Alluvial,1089.66,27.91,92.37,5.58,118.45,68.21,112.72,5.8,9.772
Sugarcane,East,Alluvial,1431.75,26.73,63.7,6.73,37.52,82.05,76.76,1.47,8.402
Sugarcane,North,Alluvial,1317.96,27.99,83.62,6.09,169.35,106.96,65.67,8.09,8.652
Sugarcane,North,Clay,1437.82,29.3,87.28,7.07,140.71,38.13,42.73,9.22,8.336
Sugarcane,South,Alluvial,1238.65,31.58,90.32,7.22,89.01,92.86,31.13,0.81,7.733
Sugarcane,South,Black,1330.4,36.46,89.49,6.14,82.97,50.11,73.92,1.04,9.01
Sugarcane,West,Sandy,1155.6,32.71,69.31,6.65,107.18,46.03,140.83,9.06,7.505
Sugarcane,East,Sandy,1358.96,25.81,77.9,6.82,160.84,65.01,33.9,1.98,7.579
Sugarcane,Central,Loamy,1570.21,24.64,52.61,6.24,126.98,20.08,58.1,6.37,7.817
Sugarcane,North,Sandy,1063.23,30.2,50.76,6.08,65.74,40.72,128.46,4.13,7.909
Sugarcane,Central,Alluvial,1452.75,28.19,92.23,7.12,115.31,92.49,77.26,4.07,10.567
Sugarcane,North,Alluvial,1309.71,34.93,62.36,7.1,98.12,74.35,93.84,8.31,8.189
Sugarcane,South,Alluvial,1378.83,31.96,85.51,5.99,74.89,52.88,116.19,6.74,10.929
Sugarcane,Central,Clay,1152.93,30.11,89.51,6.4,141.83,40.07,33.8,3.31,7.63
Sugarcane,West,Clay,1174.43,27.04,64.02,6.23,38.92,47.27,113.1,2.67,7.061
Sugarcane,East,Alluvial,1192.21,31.8,84.42,5.91,137.68,43.15,46.69,9.19,7.077
Sugarcane,North,Black,1215.73,18.94,65.02,6.9,105.44,102.63,78.11,4.34,7.888
Sugarcane,North,Clay,1147.52,33.14,56.86,6.47,121.66,75.75,48.04,3.44,8.2
Sugarcane,South,Black,1096.55,32.93,71.78,7.09,167.68,48.55,65.24,2.53,9.839
Sugarcane,South,Sandy,1234.13,28.03,75.06,7.17,135.63,87.0,54.77,6.47,7.672
Sugarcane,North,Black,1003.11,32.2,54.46,5.99,58.41,101.58,138.74,1.28,9.538
Sugarcane,South,Alluvial,1284.76,24.87,56.47,6.57,152.28,70.52,50.06,5.51,7.72
Sugarcane,East,Sandy,1053.07,29.62,88.12,6.19,84.24,79.17,64.15,4.61,6.979
Sugarcane,North,Clay,1529.06,29.97,72.7,6.65,74.8,82.98,88.08,5.29,10.667
Sugarcane,West,Black,1201.56,26.78,85.94,5.89,70.61,75.03,73.43,6.59,6.421
Sugarcane,West,Black,1057.11,26.62,68.07,6.59,119.51,73.45,66.73,5.47,7.476
Sugarcane,North,Sandy,1404.67,30.23,59.99,6.32,96.71,73.94,50.65,3.24,8.701
Sugarcane,West,Clay,754.96,24.96,61.54,6.14,80.74,93.28,31.97,8.94,5.732
Sugarcane,Central,Sandy,1549.73,32.8,63.22,7.33,90.27,82.47,67.02,5.9,9.838
Sugarcane,South,Clay,1195.0,31.27,53.64,6.41,82.9,87.75,91.38,8.59,6.657
Sugarcane,Central,Alluvial,1126.5,27.62,63.32,6.65,53.23,94.8,116.07,7.67,6.936
Sugarcane,East,Alluvial,1271.2,30.87,50.28,6.01,67.26,70.56,68.49,3.01,7.948
Sugarcane,West,Alluvial,1512.0,26.7,90.88,5.41,122.15,21.2,143.7,1.89,9.008
Sugarcane,West,Alluvial,1418.16,32.59,53.82,7.28,103.78,110.46,92.53,3.42,11.404
Sugarcane,Central,Clay,967.79,29.46,62.6,6.65,60.39,87.82,114.89,9.2,6.234
Sugarcane,South,Clay,1254.29,24.94,93.57,6.74,59.3,63.89,41.59,2.37,5.809
Sugarcane,Central,Loamy,1274.37,32.48,54.4,6.33,141.77,79.23,49.9,9.42,7.5
Sugarcane,West,Black,1124.24,41.34,50.16,6.59,71.92,67.34,52.35,3.63,7.206
Sugarcane,Central,Sandy,1375.11,29.97,71.77,6.84,65.48,109.9,115.83,5.9,10.911
Sugarcane,North,Sandy,1032.28,29.63,82.01,7.32,72.31,26.94,84.48,8.29,5.968
Sugarcane,North,Black,1280.2,36.14,61.47,6.63,101.78,41.63,48.12,0.92,9.239
Sugarcane,East,Loamy,1215.09,31.69,85.39,6.07,129.37,80.91,143.78,8.24,10.449
Sugarcane,South,Clay,1324.31,34.22,90.86,7.14,88.82,82.13,49.56,4.09,8.955
Sugarcane,East,Sandy,1125.61,33.52,72.62,7.0,59.6,81.19,66.89,3.2,7.627
Sugarcane,West,Alluvial,1395.76,29.83,70.34,6.42,62.87,36.4,126.62,3.97,10.566
Sugarcane,East,Sandy,1250.1,30.7,62.13,7.01,141.46,103.26,123.85,8.16,7.678
Sugarcane,East,Alluvial,1085.76,33.55,61.0,6.62,41.69,40.64,34.4,4.5,9.013
Sugarcane,East,Clay,1515.14,31.02,60.04,6.37,63.71,80.14,34.23,1.64,10.254
Sugarcane,North,Clay,1351.98,26.45,70.41,6.16,51.93,69.55,35.58,3.01,7.415
Sugarcane,North,Loamy,1340.15,29.71,51.73,6.69,144.99,66.21,116.88,3.73,11.446
Sugarcane,South,Alluvial,1261.37,33.09,58.41,6.43,48.91,101.23,62.28,9.31,7.493
Sugarcane,North,Loamy,1399.58,26.94,68.63,6.26,123.79,20.92,41.9,8.05,7.7
Sugarcane,North,Clay,1161.92,32.68,64.17,6.29,61.33,57.33,104.58,4.91,8.114
Sugarcane,South,Alluvial,1301.92,30.89,80.35,6.38,137.52,62.6,130.25,4.31,11.889
Sugarcane,South,Clay,1362.45,33.44,62.45,6.58,161.55,55.49,132.04,1.06,11.432
Sugarcane,North,Clay,1455.4,31.64,87.39,6.91,112.58,52.24,87.42,2.85,11.123
